,Customer ID,MonetaryValue,Frequency,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue per 100 pounds
3799,17617.0,395.33,1,2010-05-30 12:48:00,193,1,RE-ENGAGE,3.9533
3800,17618.0,3101.66,8,2010-11-21 12:31:00,18,3,REWARD,31.016599999999997
3801,17621.0,1795.22,3,2010-10-31 10:14:00,39,0,RETAIN,17.9522
3802,17622.0,1130.21,2,2010-04-21 12:36:00,232,1,RE-ENGAGE,11.302100000000001
3803,17623.0,1856.6200000000001,6,2010-10-26 14:12:00,44,3,REWARD,18.566200000000002
3804,17624.0,725.15,2,2010-09-28 14:07:00,72,2,NURTURE,7.2515
3806,17626.0,254.0,1,2010-04-16 12:15:00,237,1,RE-ENGAGE,2.54
3807,17627.0,296.36,1,2010-08-18 11:27:00,113,2,NURTURE,2.9636
3808,17629.0,641.4,2,2010-11-16 14:46:00,23,2,NURTURE,6.414
3809,17631.0,470.16,4,2010-11-30 10:02:00,9,0,RETAIN,4.7016
3810,17633.0,732.55,3,2010-11-25 11:28:00,14,2,NURTURE,7.3255
3811,17635.0,1265.58,3,2010-10-11 15:12:00,59,0,RETAIN,12.6558
3812,17638.0,842.4,2,2010-03-02 14:32:00,282,1,RE-ENGAGE,8.424
3813,17639.0,506.67,5,2010-11-17 16:11:00,22,0,RETAIN,5.0667
3814,17640.0,2547.28,5,2010-11-25 14:27:00,14,3,REWARD,25.472800000000003
3815,17642.0,1112.2,3,2010-10-06 13:20:00,64,0,RETAIN,11.122
3816,17643.0,439.7,2,2010-12-01 14:38:00,8,2,NURTURE,4.397
3817,17644.0,3132.96,9,2010-11-10 10:18:00,29,3,REWARD,31.3296
3818,17646.0,3141.4,10,2010-12-09 14:28:00,0,3,REWARD,31.414
3819,17647.0,198.6,2,2010-02-08 14:40:00,304,1,RE-ENGAGE,1.986
3820,17648.0,418.87,1,2010-11-19 16:41:00,20,2,NURTURE,4.1887
3821,17649.0,710.4,2,2010-08-27 10:23:00,104,2,NURTURE,7.104
3822,17651.0,1758.52,6,2010-07-29 12:28:00,133,0,RETAIN,17.5852
3823,17655.0,1013.54,3,2010-12-08 16:45:00,1,0,RETAIN,10.135399999999999
3824,17657.0,126.0,1,2010-10-05 14:52:00,65,2,NURTURE,1.26
3825,17659.0,835.33,3,2010-12-02 16:46:00,7,0,RETAIN,8.3533
3826,17660.0,163.47,1,2009-12-02 16:02:00,372,1,RE-ENGAGE,1.6347
3827,17662.0,412.92,2,2010-02-16 09:38:00,296,1,RE-ENGAGE,4.1292
3828,17663.0,3372.92,10,2010-10-18 10:26:00,52,3,REWARD,33.7292
3829,17664.0,561.59,2,2010-08-22 13:14:00,109,2,NURTURE,5.6159
3830,17665.0,563.1,1,2010-08-03 13:12:00,128,2,NURTURE,5.631
3831,17666.0,1319.6399999999999,3,2010-08-19 12:23:00,112,0,RETAIN,13.196399999999999
3832,17667.0,1895.19,4,2010-09-30 12:19:00,70,0,RETAIN,18.951900000000002
3833,17669.0,2735.63,3,2010-09-03 13:13:00,97,0,RETAIN,27.3563
3834,17671.0,830.63,2,2010-12-09 14:27:00,0,2,NURTURE,8.3063
3835,17672.0,2485.57,4,2010-10-18 13:34:00,52,0,RETAIN,24.855700000000002
3836,17673.0,2604.46,7,2010-11-29 15:26:00,10,3,REWARD,26.0446
3837,17674.0,300.66,1,2010-12-06 10:20:00,3,2,NURTURE,3.0066
3839,17676.0,1378.16,5,2010-12-08 13:49:00,1,0,RETAIN,13.781600000000001
3841,17678.0,301.65,1,2010-04-15 13:54:00,238,1,RE-ENGAGE,3.0164999999999997
3842,17679.0,1585.5,5,2010-07-06 09:39:00,156,0,RETAIN,15.855
3843,17680.0,313.05,2,2010-11-21 13:31:00,18,2,NURTURE,3.1305
3844,17681.0,731.2,5,2010-04-21 17:22:00,232,1,RE-ENGAGE,7.312
3845,17682.0,1982.45,6,2010-12-06 13:35:00,3,3,REWARD,19.8245
3846,17683.0,819.01,3,2010-11-19 10:11:00,20,0,RETAIN,8.1901
3847,17685.0,2751.64,6,2010-12-02 14:42:00,7,3,REWARD,27.516399999999997
3848,17686.0,2557.35,2,2010-10-12 17:06:00,58,0,RETAIN,25.5735
3849,17687.0,432.68,1,2010-10-15 12:30:00,55,2,NURTURE,4.3268
3850,17688.0,304.2,1,2010-11-11 10:41:00,28,2,NURTURE,3.042
3851,17689.0,317.08,2,2010-11-16 13:22:00,23,2,NURTURE,3.1708
3852,17690.0,2690.15,8,2010-12-08 15:23:00,1,3,REWARD,26.901500000000002
3853,17691.0,489.65000000000003,3,2010-12-06 11:10:00,3,2,NURTURE,4.8965000000000005
3854,17692.0,2234.86,8,2010-11-08 13:39:00,31,3,REWARD,22.3486
3855,17694.0,1412.85,2,2010-07-16 10:22:00,146,0,RETAIN,14.128499999999999
3856,17695.0,980.7,3,2010-11-10 14:44:00,29,0,RETAIN,9.807
3858,17699.0,442.0,2,2010-08-20 09:39:00,111,2,NURTURE,4.42
3860,17702.0,1319.67,2,2010-11-21 13:15:00,18,0,RETAIN,13.1967
3861,17703.0,296.1,1,2010-10-17 16:16:00,53,2,NURTURE,2.9610000000000003
3862,17705.0,260.38,2,2010-09-10 14:43:00,90,2,NURTURE,2.6038
3864,17707.0,456.90000000000003,6,2010-11-28 15:52:00,11,0,RETAIN,4.569
3865,17708.0,620.85,2,2010-11-02 08:57:00,37,2,NURTURE,6.2085
3866,17709.0,533.56,4,2010-08-26 14:02:00,105,0,RETAIN,5.3355999999999995
3867,17710.0,293.5,1,2010-10-12 07:49:00,58,2,NURTURE,2.935
3868,17713.0,1198.09,4,2010-11-22 16:50:00,17,0,RETAIN,11.980899999999998
3869,17714.0,1257.18,4,2010-10-11 08:30:00,59,0,RETAIN,12.571800000000001
3870,17715.0,163.2,1,2010-04-26 12:17:00,227,1,RE-ENGAGE,1.632
3872,17717.0,376.92,1,2010-10-14 12:54:00,56,2,NURTURE,3.7692
3873,17718.0,299.83,1,2010-03-05 08:01:00,279,1,RE-ENGAGE,2.9983
3874,17720.0,1572.97,7,2010-12-07 10:43:00,2,3,REWARD,15.729700000000001
3875,17721.0,307.21000000000004,1,2010-02-18 15:18:00,294,1,RE-ENGAGE,3.0721000000000003
3876,17722.0,2006.32,2,2010-12-08 12:41:00,1,0,RETAIN,20.0632
3877,17723.0,102.0,1,2010-11-29 10:35:00,10,2,NURTURE,1.02
3878,17726.0,1092.06,7,2010-11-09 13:37:00,30,0,RETAIN,10.9206
3879,17728.0,1362.75,2,2010-10-31 15:50:00,39,0,RETAIN,13.6275
3880,17729.0,438.65000000000003,1,2010-04-22 15:03:00,231,1,RE-ENGAGE,4.386500000000001
3881,17730.0,2475.32,7,2010-11-22 12:26:00,17,3,REWARD,24.753200000000003
3882,17731.0,468.88,2,2010-03-28 12:43:00,256,1,RE-ENGAGE,4.6888
3883,17732.0,2166.42,8,2010-12-02 09:29:00,7,3,REWARD,21.6642
3884,17734.0,741.69,3,2010-07-02 10:01:00,160,1,RE-ENGAGE,7.416900000000001
3886,17738.0,2304.51,9,2010-11-09 14:24:00,30,3,REWARD,23.0451
3888,17740.0,426.9,6,2010-11-15 16:33:00,24,0,RETAIN,4.269
3889,17741.0,101.1,2,2010-10-29 11:59:00,41,2,NURTURE,1.011
3890,17742.0,1743.3700000000001,9,2010-10-07 15:03:00,63,3,REWARD,17.4337
3891,17743.0,229.2,1,2010-09-17 14:54:00,83,2,NURTURE,2.292
3892,17744.0,326.74,1,2010-11-24 09:34:00,15,2,NURTURE,3.2674000000000003
3893,17745.0,600.34,2,2010-08-19 12:30:00,112,2,NURTURE,6.0034
3894,17746.0,793.9300000000001,3,2010-08-25 13:31:00,106,2,NURTURE,7.9393
3895,17748.0,358.15,1,2010-06-30 13:49:00,162,1,RE-ENGAGE,3.5814999999999997
3896,17749.0,351.66,1,2010-06-11 14:56:00,181,1,RE-ENGAGE,3.5166000000000004
3897,17751.0,157.85999999999999,1,2010-10-14 13:57:00,56,2,NURTURE,1.5785999999999998
3898,17753.0,390.56,4,2010-09-01 15:49:00,99,2,NURTURE,3.9056
3899,17754.0,2805.27,8,2010-11-30 11:31:00,9,3,REWARD,28.0527
3900,17756.0,733.7,3,2010-11-29 12:20:00,10,2,NURTURE,7.337000000000001
3902,17758.0,1555.83,4,2010-10-08 12:08:00,62,0,RETAIN,15.5583
3903,17759.0,441.92,2,2010-11-11 15:09:00,28,2,NURTURE,4.4192
3904,17760.0,631.34,5,2010-12-01 15:08:00,8,0,RETAIN,6.313400000000001
3905,17762.0,129.75,1,2010-09-09 17:40:00,91,2,NURTURE,1.2975
3906,17763.0,71.15,3,2010-02-24 13:34:00,288,1,RE-ENGAGE,0.7115
3907,17764.0,804.82,3,2010-11-02 17:12:00,37,0,RETAIN,8.048200000000001
3908,17765.0,158.92,1,2010-09-17 12:45:00,83,2,NURTURE,1.5892
3909,17766.0,299.61,2,2010-11-23 14:29:00,16,2,NURTURE,2.9961
3910,17767.0,141.85,1,2010-10-25 16:22:00,45,2,NURTURE,1.4184999999999999
3911,17768.0,1236.33,4,2010-11-17 13:42:00,22,0,RETAIN,12.363299999999999
3912,17769.0,3105.1,7,2010-11-21 12:11:00,18,3,REWARD,31.051
3913,17771.0,141.6,2,2010-09-29 16:35:00,71,2,NURTURE,1.416
3914,17772.0,202.0,1,2010-11-12 11:31:00,27,2,NURTURE,2.02
3915,17773.0,585.27,2,2010-07-13 14:07:00,149,2,NURTURE,5.8527
3916,17774.0,2101.64,5,2010-11-07 12:31:00,32,3,REWARD,21.016399999999997
3917,17776.0,337.3,2,2010-11-18 12:14:00,21,2,NURTURE,3.373
3918,17778.0,197.70000000000002,1,2010-02-16 12:44:00,296,1,RE-ENGAGE,1.977
3919,17780.0,352.91,3,2010-02-10 13:43:00,302,1,RE-ENGAGE,3.5291
3920,17782.0,679.02,2,2010-11-22 11:15:00,17,2,NURTURE,6.7902
3921,17783.0,96.44,1,2010-07-15 12:50:00,147,2,NURTURE,0.9643999999999999
3922,17784.0,112.86,1,2010-06-07 16:08:00,185,1,RE-ENGAGE,1.1286
3923,17785.0,271.44,2,2010-09-20 14:14:00,80,2,NURTURE,2.7144
3924,17787.0,736.28,1,2010-12-03 13:43:00,6,2,NURTURE,7.3628
3925,17789.0,171.25,1,2010-02-16 13:16:00,296,1,RE-ENGAGE,1.7125
3926,17790.0,818.06,6,2010-11-26 10:19:00,13,0,RETAIN,8.1806
3927,17792.0,370.05,2,2010-08-29 14:30:00,102,2,NURTURE,3.7005
3928,17794.0,147.3,2,2010-01-22 10:18:00,321,1,RE-ENGAGE,1.473
3929,17796.0,664.09,4,2010-12-05 12:23:00,4,0,RETAIN,6.6409
3930,17797.0,1205.44,5,2010-11-09 14:33:00,30,0,RETAIN,12.054400000000001
3931,17798.0,177.19,1,2010-05-07 11:42:00,216,1,RE-ENGAGE,1.7719
3932,17799.0,3285.96,10,2010-11-15 13:58:00,24,3,REWARD,32.8596
3933,17801.0,798.3299999999999,3,2010-09-14 14:32:00,86,2,NURTURE,7.983299999999999
3934,17802.0,3768.08,8,2010-12-02 13:44:00,7,3,REWARD,37.6808
3935,17803.0,184.66,1,2010-11-12 13:53:00,27,2,NURTURE,1.8466
3936,17804.0,385.23,3,2010-11-28 14:01:00,11,2,NURTURE,3.8523
3937,17805.0,414.72,1,2010-04-08 14:36:00,245,1,RE-ENGAGE,4.147200000000001
3938,17807.0,437.87,3,2010-11-09 16:21:00,30,2,NURTURE,4.3787
3939,17808.0,262.64,4,2010-06-09 10:44:00,183,1,RE-ENGAGE,2.6264
3941,17810.0,344.86,2,2010-02-09 10:47:00,303,1,RE-ENGAGE,3.4486000000000003
3942,17811.0,1772.07,8,2010-11-30 10:56:00,9,3,REWARD,17.7207
3943,17812.0,433.73,4,2010-12-06 15:27:00,3,2,NURTURE,4.3373
3944,17814.0,1617.32,2,2010-11-29 14:21:00,10,0,RETAIN,16.173199999999998
3945,17815.0,591.96,1,2010-11-11 14:39:00,28,2,NURTURE,5.9196
3946,17816.0,75.76,3,2010-12-09 14:10:00,0,2,NURTURE,0.7576
3947,17817.0,420.17,3,2010-11-26 14:09:00,13,2,NURTURE,4.2017
3948,17818.0,130.18,1,2009-12-02 11:34:00,372,1,RE-ENGAGE,1.3018
3949,17819.0,2907.65,6,2010-12-03 14:26:00,6,3,REWARD,29.0765
3950,17820.0,183.56,1,2010-11-30 17:43:00,9,2,NURTURE,1.8356000000000001
3951,17821.0,334.62,1,2010-10-29 13:20:00,41,2,NURTURE,3.3462
3952,17822.0,2179.65,5,2010-10-15 13:47:00,55,3,REWARD,21.7965
3953,17823.0,494.25,2,2010-10-14 16:24:00,56,2,NURTURE,4.9425
3954,17825.0,731.96,4,2010-04-20 12:01:00,233,1,RE-ENGAGE,7.3196
3955,17826.0,134.59,1,2010-11-30 13:23:00,9,2,NURTURE,1.3459
3956,17827.0,392.59,1,2010-03-28 12:20:00,256,1,RE-ENGAGE,3.9259
3958,17833.0,342.36,1,2009-12-16 13:40:00,358,1,RE-ENGAGE,3.4236
3959,17834.0,730.47,2,2010-10-21 12:09:00,49,2,NURTURE,7.3047
3961,17840.0,185.72,1,2010-09-22 12:24:00,78,2,NURTURE,1.8572
3963,17842.0,430.69,1,2010-04-16 14:23:00,237,1,RE-ENGAGE,4.3069
3964,17843.0,120.75,1,2010-10-24 10:56:00,46,2,NURTURE,1.2075
3965,17845.0,598.19,4,2010-06-02 15:20:00,190,1,RE-ENGAGE,5.9819
3966,17847.0,125.74000000000001,2,2010-07-12 10:00:00,150,2,NURTURE,1.2574
3968,17849.0,457.96000000000004,4,2010-08-16 11:31:00,115,2,NURTURE,4.5796
3970,17851.0,1563.34,6,2010-10-13 15:13:00,57,0,RETAIN,15.6334
3971,17852.0,548.87,3,2010-11-16 12:19:00,23,2,NURTURE,5.4887
3972,17853.0,1608.19,3,2010-10-28 15:29:00,42,0,RETAIN,16.0819
3973,17854.0,760.19,4,2010-09-03 12:06:00,97,0,RETAIN,7.6019000000000005
3974,17855.0,208.97,1,2010-12-02 09:44:00,7,2,NURTURE,2.0897
3975,17857.0,1803.2,2,2010-12-09 11:35:00,0,0,RETAIN,18.032
3977,17860.0,762.74,4,2010-12-06 12:41:00,3,0,RETAIN,7.6274
3978,17861.0,3026.89,10,2010-11-19 13:43:00,20,3,REWARD,30.2689
3979,17862.0,948.1899999999999,3,2010-11-19 12:09:00,20,0,RETAIN,9.4819
3980,17863.0,2585.2,7,2010-12-05 13:21:00,4,3,REWARD,25.851999999999997
3981,17864.0,326.82,2,2010-11-19 12:04:00,20,2,NURTURE,3.2681999999999998
3983,17866.0,805.3000000000001,2,2010-08-12 12:43:00,119,2,NURTURE,8.053
3984,17867.0,402.85,8,2010-10-25 15:51:00,45,0,RETAIN,4.0285
3985,17868.0,234.65,1,2010-11-18 18:55:00,21,2,NURTURE,2.3465000000000003
3986,17869.0,607.98,3,2010-12-06 17:16:00,3,2,NURTURE,6.0798000000000005
3987,17870.0,1213.8,2,2010-12-08 08:12:00,1,0,RETAIN,12.138
3988,17871.0,963.09,4,2010-11-07 13:21:00,32,0,RETAIN,9.6309
3989,17872.0,235.87,1,2010-11-23 12:02:00,16,2,NURTURE,2.3587000000000002
3991,17875.0,167.1,1,2010-01-20 15:30:00,323,1,RE-ENGAGE,1.671
3992,17876.0,3424.02,3,2010-11-05 10:52:00,34,3,REWARD,34.2402
3993,17878.0,1032.88,2,2010-11-09 13:52:00,30,2,NURTURE,10.328800000000001
3994,17880.0,366.0,2,2010-03-10 12:39:00,274,1,RE-ENGAGE,3.66
3995,17882.0,313.46,2,2010-11-25 14:40:00,14,2,NURTURE,3.1346
3996,17883.0,324.08,3,2010-06-18 16:40:00,174,1,RE-ENGAGE,3.2407999999999997
3998,17886.0,708.77,3,2010-09-28 14:44:00,72,2,NURTURE,7.0877
4000,17889.0,571.0,5,2010-11-30 12:33:00,9,0,RETAIN,5.71
4001,17894.0,1333.57,11,2010-12-08 14:50:00,1,3,REWARD,13.3357
4002,17897.0,1971.55,8,2010-12-07 15:54:00,2,3,REWARD,19.7155
4003,17898.0,147.12,2,2010-09-13 12:01:00,87,2,NURTURE,1.4712
4004,17901.0,149.7,2,2010-07-06 11:05:00,156,1,RE-ENGAGE,1.4969999999999999
4005,17902.0,216.39999999999998,1,2010-06-11 12:25:00,181,1,RE-ENGAGE,2.1639999999999997
4006,17903.0,381.09000000000003,1,2010-11-10 15:39:00,29,2,NURTURE,3.8109
4007,17905.0,1572.78,10,2010-12-01 13:21:00,8,3,REWARD,15.7278
4008,17907.0,291.76,1,2010-03-09 12:33:00,275,1,RE-ENGAGE,2.9175999999999997
4009,17908.0,1168.26,5,2010-12-01 11:45:00,8,0,RETAIN,11.6826
4010,17909.0,132.55,1,2009-12-02 13:10:00,372,1,RE-ENGAGE,1.3255000000000001
4011,17910.0,261.7,1,2009-12-13 16:04:00,361,1,RE-ENGAGE,2.617
4012,17912.0,61.54,1,2010-11-29 13:53:00,10,2,NURTURE,0.6154
4014,17915.0,242.13,1,2010-06-06 13:22:00,186,1,RE-ENGAGE,2.4213
4015,17916.0,43.87,2,2010-03-21 12:26:00,263,1,RE-ENGAGE,0.4387
4016,17918.0,388.44,3,2010-07-27 11:51:00,135,2,NURTURE,3.8844
4017,17919.0,536.28,1,2010-09-27 10:40:00,73,2,NURTURE,5.3628
4019,17921.0,1596.98,6,2010-11-25 19:24:00,14,0,RETAIN,15.9698
4020,17922.0,170.4,1,2010-06-14 16:32:00,178,1,RE-ENGAGE,1.704
4021,17923.0,289.5,2,2010-06-30 13:41:00,162,1,RE-ENGAGE,2.895
4022,17924.0,574.2,2,2010-12-01 10:51:00,8,2,NURTURE,5.742000000000001
4023,17925.0,244.08,1,2010-12-02 10:10:00,7,2,NURTURE,2.4408000000000003
4024,17926.0,638.2,3,2010-09-21 18:42:00,79,2,NURTURE,6.382000000000001
4025,17927.0,294.0,1,2009-12-18 11:03:00,356,1,RE-ENGAGE,2.94
4026,17928.0,128.7,1,2010-05-17 15:30:00,206,1,RE-ENGAGE,1.287
4027,17929.0,2239.1,8,2010-11-17 12:01:00,22,3,REWARD,22.391
4028,17930.0,2534.74,8,2010-11-11 08:29:00,28,3,REWARD,25.347399999999997
4030,17933.0,105.99,1,2010-03-17 15:11:00,267,1,RE-ENGAGE,1.0598999999999998
4031,17934.0,344.90000000000003,1,2010-10-29 12:23:00,41,2,NURTURE,3.4490000000000003
4032,17935.0,540.35,5,2010-11-04 12:06:00,35,0,RETAIN,5.4035
4033,17938.0,144.29,1,2010-10-15 14:27:00,55,2,NURTURE,1.4428999999999998
4035,17941.0,1128.72,3,2010-04-28 09:23:00,225,1,RE-ENGAGE,11.2872
4036,17944.0,75.41,1,2010-10-12 16:25:00,58,2,NURTURE,0.7541
4037,17945.0,359.5,3,2010-01-12 11:40:00,331,1,RE-ENGAGE,3.595
4039,17950.0,950.61,6,2010-12-09 15:20:00,0,0,RETAIN,9.5061
4040,17951.0,627.5400000000001,2,2010-12-01 12:40:00,8,2,NURTURE,6.275400000000001
4041,17952.0,819.61,4,2010-11-26 13:54:00,13,0,RETAIN,8.1961
4042,17953.0,150.32,1,2010-06-17 15:08:00,175,1,RE-ENGAGE,1.5031999999999999
4043,17954.0,1630.78,9,2010-12-07 12:37:00,2,3,REWARD,16.3078
4044,17955.0,392.6,2,2010-02-22 11:22:00,290,1,RE-ENGAGE,3.926
4045,17958.0,465.42,1,2009-12-11 15:37:00,363,1,RE-ENGAGE,4.6542
4046,17959.0,140.75,1,2010-04-26 14:12:00,227,1,RE-ENGAGE,1.4075
4047,17960.0,61.300000000000004,2,2010-07-05 09:56:00,157,1,RE-ENGAGE,0.613
4049,17962.0,583.54,3,2010-06-08 16:24:00,184,1,RE-ENGAGE,5.8354
4050,17963.0,651.51,4,2010-08-25 15:58:00,106,0,RETAIN,6.5151
4051,17964.0,261.76,1,2010-12-02 13:32:00,7,2,NURTURE,2.6176
4053,17966.0,875.99,5,2010-04-27 10:14:00,226,1,RE-ENGAGE,8.7599
4054,17967.0,234.22,2,2010-12-03 11:19:00,6,2,NURTURE,2.3422
4055,17968.0,610.6899999999999,4,2010-12-01 12:23:00,8,0,RETAIN,6.1068999999999996
4057,17971.0,161.94,1,2010-06-09 14:04:00,183,1,RE-ENGAGE,1.6194
4058,17974.0,1117.27,3,2010-11-23 13:24:00,16,0,RETAIN,11.172699999999999
4060,17976.0,353.19,1,2010-12-02 13:49:00,7,2,NURTURE,3.5319
4061,17977.0,1277.49,1,2010-11-04 14:26:00,35,2,NURTURE,12.7749
4062,17978.0,1160.84,4,2010-12-09 14:05:00,0,0,RETAIN,11.6084
4063,17980.0,221.97,1,2010-11-11 14:42:00,28,2,NURTURE,2.2197
4064,17981.0,239.12,1,2010-10-25 10:40:00,45,2,NURTURE,2.3912
4065,17982.0,138.18,1,2010-01-28 09:38:00,315,1,RE-ENGAGE,1.3818000000000001
4066,17983.0,171.71,1,2010-11-09 13:24:00,30,2,NURTURE,1.7171
4067,17984.0,1035.09,4,2010-11-12 14:13:00,27,0,RETAIN,10.3509
4068,17987.0,805.07,4,2010-11-28 16:04:00,11,0,RETAIN,8.0507
4069,17988.0,284.57,6,2010-08-09 16:56:00,122,0,RETAIN,2.8457
4070,17989.0,228.82999999999998,1,2010-11-25 13:49:00,14,2,NURTURE,2.2883
4071,17990.0,896.77,3,2010-11-24 09:57:00,15,0,RETAIN,8.9677
4072,17991.0,225.55,1,2010-04-27 12:46:00,226,1,RE-ENGAGE,2.2555
4073,17992.0,254.13,1,2010-11-15 13:04:00,24,2,NURTURE,2.5413
4074,17993.0,235.19,1,2010-04-01 14:23:00,252,1,RE-ENGAGE,2.3519
4075,17994.0,1628.83,7,2010-11-16 09:56:00,23,3,REWARD,16.2883
4076,17995.0,419.38,2,2010-11-22 16:34:00,17,2,NURTURE,4.1937999999999995
4077,17996.0,469.73,3,2010-11-25 11:00:00,14,2,NURTURE,4.6973
4078,17998.0,639.24,3,2010-11-24 15:31:00,15,2,NURTURE,6.3924
4079,17999.0,348.84,2,2010-12-08 15:17:00,1,2,NURTURE,3.4884
4080,18000.0,124.25,1,2010-05-24 17:34:00,199,1,RE-ENGAGE,1.2425
4081,18001.0,536.61,4,2010-09-16 11:37:00,84,0,RETAIN,5.3661
4082,18002.0,243.17,4,2010-11-29 10:57:00,10,2,NURTURE,2.4316999999999998
4083,18003.0,358.61,1,2010-11-28 15:09:00,11,2,NURTURE,3.5861
4084,18006.0,553.1800000000001,3,2010-11-23 10:22:00,16,2,NURTURE,5.5318000000000005
4085,18007.0,220.32,1,2010-11-12 11:08:00,27,2,NURTURE,2.2032
4087,18009.0,1898.49,7,2010-06-15 13:40:00,177,3,REWARD,18.9849
4088,18011.0,424.24,2,2010-12-01 17:35:00,8,2,NURTURE,4.2424
4089,18012.0,115.3,1,2009-12-16 13:16:00,358,1,RE-ENGAGE,1.153
4090,18016.0,476.90000000000003,2,2010-10-25 14:24:00,45,2,NURTURE,4.769
4091,18017.0,165.0,1,2010-10-04 15:11:00,66,2,NURTURE,1.65
4092,18018.0,175.85,2,2010-11-05 15:52:00,34,2,NURTURE,1.7585
4093,18020.0,190.48000000000002,1,2010-06-14 12:31:00,178,1,RE-ENGAGE,1.9048000000000003
4094,18021.0,227.06,2,2010-07-18 10:52:00,144,2,NURTURE,2.2706
4095,18022.0,983.05,4,2010-11-19 13:16:00,20,0,RETAIN,9.830499999999999
4096,18025.0,1177.72,6,2010-11-25 12:37:00,14,0,RETAIN,11.7772
4097,18026.0,2074.07,2,2010-07-27 10:37:00,135,0,RETAIN,20.7407
4098,18028.0,192.05,1,2010-05-05 13:28:00,218,1,RE-ENGAGE,1.9205
4099,18029.0,433.77,1,2010-03-07 15:30:00,277,1,RE-ENGAGE,4.3377
4100,18031.0,462.09999999999997,1,2010-11-26 11:00:00,13,2,NURTURE,4.6209999999999996
4101,18034.0,369.97,1,2010-11-29 12:36:00,10,2,NURTURE,3.6997000000000004
4102,18035.0,546.34,2,2010-11-19 13:46:00,20,2,NURTURE,5.4634
4103,18036.0,1158.02,8,2010-11-19 13:56:00,20,3,REWARD,11.5802
4104,18037.0,97.39999999999999,9,2010-10-14 12:46:00,56,0,RETAIN,0.9739999999999999
4105,18038.0,149.41,1,2010-06-01 15:59:00,191,1,RE-ENGAGE,1.4941
4106,18039.0,579.17,4,2010-11-30 13:07:00,9,0,RETAIN,5.7917
4108,18042.0,116.1,1,2010-06-16 10:53:00,176,1,RE-ENGAGE,1.161
4109,18043.0,316.46,1,2010-12-08 12:35:00,1,2,NURTURE,3.1645999999999996
4110,18044.0,1417.01,8,2010-11-17 13:25:00,22,3,REWARD,14.1701
4111,18046.0,189.63,1,2010-02-28 11:36:00,284,1,RE-ENGAGE,1.8962999999999999
4112,18047.0,342.69,2,2010-11-23 13:11:00,16,2,NURTURE,3.4269
4113,18048.0,229.44,1,2010-08-03 13:03:00,128,2,NURTURE,2.2944
4114,18049.0,556.1,2,2010-09-28 14:26:00,72,2,NURTURE,5.561
4115,18050.0,337.66,1,2010-11-11 15:51:00,28,2,NURTURE,3.3766000000000003
4116,18051.0,2282.28,7,2010-03-15 13:58:00,269,3,REWARD,22.8228
4118,18053.0,271.05,2,2010-07-02 11:42:00,160,1,RE-ENGAGE,2.7105
4119,18054.0,176.5,1,2010-11-12 08:18:00,27,2,NURTURE,1.765
4121,18056.0,190.95,1,2010-03-31 12:29:00,253,1,RE-ENGAGE,1.9095
4122,18057.0,1182.39,3,2010-11-11 16:55:00,28,0,RETAIN,11.823900000000002
4123,18058.0,603.9,2,2010-06-16 13:45:00,176,1,RE-ENGAGE,6.039
4124,18060.0,1185.46,2,2010-10-27 16:41:00,43,0,RETAIN,11.8546
4126,18062.0,912.15,3,2010-11-18 10:05:00,21,0,RETAIN,9.1215
4127,18063.0,186.60000000000002,2,2010-11-14 10:46:00,25,2,NURTURE,1.8660000000000003
4128,18064.0,3681.03,9,2010-09-19 15:37:00,81,3,REWARD,36.810300000000005
4130,18066.0,1122.4,2,2010-11-18 10:08:00,21,0,RETAIN,11.224
4131,18069.0,2487.99,6,2010-11-21 15:56:00,18,3,REWARD,24.8799
4132,18070.0,314.1,1,2010-02-08 13:28:00,304,1,RE-ENGAGE,3.141
4133,18071.0,975.63,5,2010-12-09 10:33:00,0,0,RETAIN,9.7563
4134,18074.0,1019.44,2,2010-12-01 09:53:00,8,2,NURTURE,10.1944
4135,18075.0,3171.54,10,2010-11-30 12:09:00,9,3,REWARD,31.7154
4136,18076.0,151.49,1,2010-11-24 14:02:00,15,2,NURTURE,1.5149000000000001
4137,18077.0,1705.55,8,2010-12-08 10:21:00,1,3,REWARD,17.0555
4138,18078.0,508.47,2,2010-10-10 16:01:00,60,2,NURTURE,5.084700000000001
4139,18079.0,590.78,1,2010-08-05 12:19:00,126,2,NURTURE,5.9078
4140,18083.0,470.72999999999996,1,2010-11-07 11:44:00,32,2,NURTURE,4.7073
4141,18084.0,722.4499999999999,2,2010-11-21 15:47:00,18,2,NURTURE,7.224499999999999
4142,18085.0,955.8000000000001,3,2010-12-01 12:08:00,8,0,RETAIN,9.558
4144,18089.0,428.45,1,2010-09-19 11:57:00,81,2,NURTURE,4.2844999999999995
4145,18090.0,349.4,1,2010-10-14 12:32:00,56,2,NURTURE,3.4939999999999998
4146,18091.0,360.85,1,2010-04-25 13:18:00,228,1,RE-ENGAGE,3.6085000000000003
4148,18093.0,2346.19,4,2010-09-21 15:41:00,79,0,RETAIN,23.4619
4149,18094.0,3374.2200000000003,6,2010-09-19 14:03:00,81,3,REWARD,33.742200000000004
4150,18095.0,1723.04,3,2010-10-08 15:09:00,62,0,RETAIN,17.2304
